Mto_TC,SUELDO_ESTIMADO,EDAD,ANTIGUEDAD_MES,MARCA,Nombre_territorio,REGION,SEXO,SEGMENTO,FLAG_LIMA_PROVINCIA,FLAG_UNICEF,FLAG_SS
2000,1238.0,33.0,55.0,Visa,T.LIMA RESIDENCIAL,LIMA MODERNA,M,BAJO VALOR,1.0,0,0
2400,2342.75,46.0,117.0,Visa,T.LIMA CENTRO,LIMA NORTE,M,CLASICO,1.0,0,0
6100,1255.25,28.0,10.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,BAJO VALOR,1.0,0,0
2200,397.0,28.0,51.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,CLASICO,1.0,0,0
5600,1224.25,42.0,15.0,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,M,CLASICO,0.0,0,0
9000,1919.44,29.0,43.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,CLASICO,1.0,0,0
6700,2070.75,40.0,2.0,Visa,T.CENTROS MASIVOS,NORTE,M,CLASICO,0.0,0,0
10500,2798.78,45.0,172.0,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,M,CLASICO,0.0,0,0
3700,840.25,27.0,14.0,Visa,T.CENTROS MASIVOS,CENTRO,M,CLASICO,0.0,0,0
900,1458.375,63.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
1600,1533.67,50.0,28.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,CLASICO,1.0,0,0
7500,946.0,29.0,58.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,F,CLASICO,1.0,0,0
6900,1416.67,24.0,81.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,CLASICO,1.0,0,0
5000,1028.89,23.0,13.0,Visa,T.CENTROS MASIVOS,LIMA SUR,F,BAJO VALOR,1.0,0,0
3900,850.0,33.0,52.0,Visa,T.CENTROS MASIVOS,LIMA PROVINCIA,F,Micro empresa,1.0,0,0
10000,1400.0,37.0,179.0,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,F,CLASICO,0.0,0,0
9000,1661.67,54.0,62.0,Visa,T.CENTROS MASIVOS,NORTE,M,BAJO VALOR,0.0,0,0
2100,1294.22,24.0,63.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,CLASICO,1.0,0,0
12500,1610.0,30.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
7200,1460.0,37.0,,Visa,T.CENTROS MASIVOS,NORTE,M,,0.0,0,0
7000,753.0,35.0,,Visa,T.CENTROS MASIVOS,NORTE,M,,0.0,0,0
700,,62.0,,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,F,,0.0,0,0
8900,5595.0,33.0,21.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
1000,973.38,27.0,18.0,Visa,T.CENTROS MASIVOS,NORTE,M,BAJO VALOR,0.0,0,0
8500,1713.89,27.0,28.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
4000,1404.0,31.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
900,359.0,31.0,36.0,Visa,T.CENTROS MASIVOS,SUR,F,CLASICO,0.0,0,0
14000,694.0,52.0,273.0,Visa,T.CENTROS MASIVOS,NORTE,F,CLASICO,0.0,0,0
2200,3500.0,54.0,16.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
5000,1071.89,28.0,41.0,Visa,T.CENTROS MASIVOS,NORTE,F,BAJO VALOR,0.0,0,0
8700,2026.44,28.0,31.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,CLASICO,1.0,0,0
7500,1604.0,39.0,50.0,Visa,T.CENTROS MASIVOS,ORIENTE,M,BAJO VALOR,0.0,0,0
6500,1377.44,24.0,52.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,M,BAJO VALOR,1.0,0,0
800,1406.11,25.0,54.0,Visa,T.CENTROS MASIVOS,NORTE,M,BAJO VALOR,0.0,0,0
10000,1974.0,34.0,115.0,Visa,T.CENTROS MASIVOS,SUR,F,CLASICO,0.0,0,0
7600,1542.78,42.0,26.0,Visa,T.CENTROS MASIVOS,NORTE,M,CLASICO,0.0,0,0
9200,1997.89,26.0,38.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
2,2380.0,39.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
2,1114.5,37.0,119.0,Visa,T.CENTROS MASIVOS,SUR,F,CLASICO,0.0,0,0
2,1110.0,42.0,183.0,Visa,T.CENTROS MASIVOS,NORTE,M,CLASICO,0.0,0,0
2,811.0,59.0,45.0,MasterCard,T.CENTROS MASIVOS,CENTRO,M,CLASICO,0.0,0,0
2,1575.63,41.0,71.0,Visa,T.CENTROS MASIVOS,ORIENTE,M,CLASICO,0.0,0,0
2,3448.0,46.0,,Visa,T.CENTROS MASIVOS,SUR,M,,0.0,0,0
44500,4072.0,36.0,,Visa,T.CENTROS MASIVOS,NORTE,M,,0.0,0,0
5000,1156.0,52.0,118.0,Visa,T.CENTROS MASIVOS,NORTE,F,CLASICO,0.0,0,0
58500,9821.0,37.0,,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,,1.0,0,0
5500,691.0,41.0,2.0,Visa,T.CENTROS MASIVOS,SUR,F,Micro empresa,0.0,0,0
12000,9332.0,58.0,,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,,1.0,0,0
4100,525.0,59.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
7000,640.0,49.0,223.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,F,CLASICO,1.0,0,0
6700,2070.75,39.0,,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,,1.0,0,0
6800,479.0,51.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
700,708.0,49.0,2.0,MasterCard,T.NORTE,NORTE,F,CLASICO,0.0,0,0
1000,2166.11,38.0,168.0,Visa,T.NOR ORIENTE,NORTE,M,CLASICO,0.0,0,0
27500,5552.89,61.0,163.0,Visa,T.MIRAFLORES S.BORJA,LIMA CENTRO,M,CLASICO,1.0,0,0
700,1224.25,49.0,28.0,Visa,T.MIRAFLORES S.BORJA,LIMA ESTE,F,CLASICO,1.0,0,0
700,1610.25,41.0,2.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
700,1365.78,25.0,35.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,F,CLASICO,1.0,0,0
8600,1610.25,41.0,28.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,F,Micro empresa,1.0,0,0
4200,1522.75,27.0,54.0,Visa,T.NOR ORIENTE,NORTE,F,CLASICO,0.0,0,0
3300,2379.375,32.0,,Visa,T.NOR ORIENTE,SUR,M,,0.0,0,0
10500,3091.5,36.0,209.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,F,Micro empresa,1.0,0,0
1800,1953.75,39.0,88.0,Visa,T.CENTRO,NORTE,M,CLASICO,0.0,0,0
1200,1800.0,38.0,3.0,Visa,T.CENTRO,NORTE,M,CLASICO,0.0,0,0
700,1877.0,26.0,40.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
4000,5188.11,36.0,50.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
1000,2654.89,45.0,218.0,Visa,T.NORTE SUR CHICO,NORTE,M,CLASICO,0.0,0,0
2000,1622.38,34.0,70.0,Visa,T.NORTE SUR CHICO,NORTE,F,CLASICO,0.0,0,0
1000,1118.4,24.0,7.0,Visa,T.LIMA CENTRO,LIMA CENTRO,M,BAJO VALOR,1.0,0,0
1000,1290.89,40.0,43.0,Visa,T.LIMA CENTRO,LIMA CENTRO,M,BAJO VALOR,1.0,0,0
6200,6000.0,38.0,203.0,Visa,T.CALLAO SAN MIGUEL,LIMA MODERNA,M,CLASICO,1.0,0,0
800,2750.0,38.0,66.0,Visa,T.LIMA SUR,LIMA ESTE,M,CLASICO,1.0,0,0
12000,,42.0,,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,M,,1.0,0,0
800,2125.0,46.0,199.0,Visa,T.LIMA SUR,LIMA MODERNA,M,CLASICO,1.0,0,0
6000,339.33,37.0,69.0,Visa,T.LIMA SUR,NORTE,M,CLASICO,0.0,0,0
7700,531.0,61.0,229.0,Visa,T.SUR,SUR,F,CLASICO,0.0,0,0
2000,525.0,32.0,31.0,Visa,T.LIMA SUR,LIMA ESTE,F,CLASICO,1.0,0,0
20000,6366.0,46.0,183.0,Visa,T.MIRAFLORES S.BORJA,LIMA MODERNA,F,VIP,1.0,0,0
700,1038.625,53.0,165.0,Visa,T.MIRAFLORES S.BORJA,LIMA SUR,F,BAJO VALOR,1.0,0,0
12000,1900.25,32.0,32.0,Visa,T.MIRAFLORES S.BORJA,LIMA MODERNA,M,VIP,1.0,0,0
5500,1400.44,22.0,35.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,CLASICO,1.0,0,0
700,1038.625,40.0,100.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,Micro empresa,1.0,0,0
20000,2969.0,43.0,261.0,Visa,T.SURCO LA MOLINA,CALLAO,M,VIP,1.0,0,0
13500,1166.0,62.0,238.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,M,CLASICO,1.0,0,0
7000,1200.0,26.0,31.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
12500,4211.0,36.0,139.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
11700,1860.0,35.0,129.0,Visa,T.CENTROS MASIVOS,CENTRO,F,CLASICO,0.0,0,0
6700,4616.0,51.0,32.0,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,M,VIP,0.0,0,0
7100,1845.56,38.0,66.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
3900,1435.0,31.0,21.0,Visa,T.CENTROS MASIVOS,CENTRO,M,CLASICO,0.0,0,0
12500,5416.0,61.0,49.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
5600,778.0,38.0,,Visa,T.CENTROS MASIVOS,ORIENTE,F,,0.0,0,0
1600,1451.5,26.0,23.0,Visa,T.CENTROS MASIVOS,CENTRO,M,BAJO VALOR,0.0,0,0
1400,1589.0,31.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
2800,840.0,28.0,25.0,Visa,T.CENTROS MASIVOS,SUR,M,Micro empresa,0.0,0,0
6700,1264.875,28.0,70.0,Visa,T.CENTROS MASIVOS,SUR,F,CLASICO,0.0,0,0
8200,1894.22,51.0,27.0,Visa,T.CENTROS MASIVOS,CENTRO,M,CLASICO,0.0,0,0
8800,1776.625,37.0,89.0,Visa,T.CENTROS MASIVOS,NORTE,F,CLASICO,0.0,0,0
8000,1495.125,41.0,164.0,Visa,T.CENTROS MASIVOS,NORTE,F,CLASICO,0.0,0,0
1500,1370.0,28.0,,Visa,T.CENTROS MASIVOS,CENTRO,F,,0.0,0,0
1200,3890.0,29.0,,Visa,T.CENTROS MASIVOS,CENTRO,M,,0.0,0,0
1300,1659.0,24.0,14.0,Visa,T.CENTROS MASIVOS,CENTRO,F,BAJO VALOR,0.0,0,0
6800,1247.0,34.0,20.0,Visa,T.CENTROS MASIVOS,ORIENTE,M,CLASICO,0.0,0,0
6200,799.0,33.0,15.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,F,CLASICO,1.0,0,0
6800,994.0,39.0,18.0,Visa,T.CENTROS MASIVOS,NORTE,M,CLASICO,0.0,0,0
7600,1943.44,22.0,32.0,Visa,T.CENTROS MASIVOS,NORTE,M,BAJO VALOR,0.0,0,0
1300,1342.0,25.0,6.0,Visa,T.CENTROS MASIVOS,ORIENTE,M,BAJO VALOR,0.0,0,0
14500,8545.67,55.0,195.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,CLASICO,1.0,0,0
700,456.0,54.0,236.0,Visa,T.CENTROS MASIVOS,NORTE,M,CLASICO,0.0,0,0
2,3063.0,45.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
2,1619.0,26.0,31.0,Visa,T.CENTROS MASIVOS,CENTRO,F,BAJO VALOR,0.0,0,0
2,1567.75,59.0,,Visa,T.CENTROS MASIVOS,ORIENTE,M,,0.0,0,0
2,503.0,55.0,33.0,Visa,T.CENTROS MASIVOS,SUR,M,Micro empresa,0.0,0,0
2,1228.125,45.0,89.0,Visa,T.CENTROS MASIVOS,CENTRO,M,BAJO VALOR,0.0,0,0
2,2267.5,25.0,40.0,Visa,T.CENTROS MASIVOS,LIMA PROVINCIA,M,CLASICO,1.0,0,0
2,1523.0,38.0,43.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
1000,1162.14,24.0,28.0,Visa,T.CENTROS MASIVOS,NORTE,M,CLASICO,0.0,0,0
5400,1458.375,59.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
5400,1686.5,44.0,,Visa,T.CENTROS MASIVOS,LIMA CENTRO,F,,1.0,0,0
3500,578.0,36.0,93.0,Visa,T.CENTROS MASIVOS,NORTE,F,CLASICO,0.0,0,0
5700,1673.875,40.0,2.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,CLASICO,1.0,0,0
6800,1395.0,38.0,18.0,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,F,CLASICO,0.0,0,0
3700,3280.0,45.0,,Visa,T.CENTROS MASIVOS,SUR,M,,0.0,0,0
1000,1647.5,24.0,5.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,F,BAJO VALOR,1.0,0,0
38000,8132.33,35.0,113.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,M,CLASICO,1.0,0,0
10500,1797.0,45.0,238.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,BAJO VALOR,1.0,0,0
7800,4542.11,42.0,163.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,CLASICO,1.0,0,0
7100,2162.75,65.0,,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,,1.0,0,0
10500,1955.625,51.0,79.0,Visa,T.CENTROS MASIVOS,NORTE,F,Micro empresa,0.0,0,0
8500,1727.5,36.0,75.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
2700,1610.25,58.0,98.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,M,CLASICO,1.0,0,0
5200,1610.25,44.0,,Visa,T.CENTROS MASIVOS,CENTRO,M,,0.0,0,0
7100,2185.875,50.0,,Visa,T.CENTROS MASIVOS,NORTE,F,,0.0,0,0
6400,1847.0,32.0,64.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
5800,952.75,28.0,97.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,M,CLASICO,1.0,0,0
7400,1400.0,29.0,,Visa,T.CENTROS MASIVOS,LIMA ESTE,M,,1.0,0,0
15000,2864.25,34.0,54.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,CLASICO,1.0,0,0
1100,1100.0,26.0,82.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,CLASICO,1.0,0,0
8300,1089.0,43.0,82.0,Visa,T.CENTROS MASIVOS,NORTE,M,BAJO VALOR,0.0,0,0
6700,2070.75,40.0,,Visa,T.CENTROS MASIVOS,SUR,M,,0.0,0,0
7700,2745.0,46.0,,Visa,T.CENTROS MASIVOS,CENTRO,F,,0.0,0,0
1700,1508.5,28.0,69.0,Visa,T.CENTROS MASIVOS,NORTE,M,BAJO VALOR,0.0,0,0
6300,2070.75,63.0,,Visa,T.CENTROS MASIVOS,LIMA ESTE,M,,1.0,0,0
8500,805.0,46.0,194.0,Visa,T.CENTROS MASIVOS,ORIENTE,M,CLASICO,0.0,0,1
10700,2262.25,58.0,189.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,CLASICO,1.0,0,0
8000,2042.375,31.0,68.0,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,M,CLASICO,0.0,0,1
8600,1610.25,46.0,195.0,Visa,T.CENTROS MASIVOS,LIMA SUR,F,CLASICO,1.0,0,0
3000,1457.5,22.0,9.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,F,BAJO VALOR,1.0,0,0
2000,3017.25,47.0,191.0,Visa,T.LIMA CENTRO,LIMA NORTE,F,CLASICO,1.0,0,0
1000,1848.5,43.0,14.0,Visa,T.LIMA CENTRO,LIMA MODERNA,M,VIP,1.0,0,0
7000,870.0,35.0,96.0,Visa,T.NOR ORIENTE,ORIENTE,F,CLASICO,0.0,0,0
1000,409.0,50.0,247.0,Visa,T.NOR ORIENTE,ORIENTE,M,BAJO VALOR,0.0,0,0
2000,1662.67,29.0,10.0,Visa,T.NOR ORIENTE,CENTRO,M,BAJO VALOR,0.0,0,0
7600,801.0,43.0,2.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
4100,1573.5,33.0,,Visa,T.NOR ORIENTE,ORIENTE,F,,0.0,0,0
1000,2450.56,28.0,21.0,Visa,T.LINCE,ORIENTE,F,CLASICO,0.0,0,0
16000,4673.0,31.0,54.0,Visa,T.MIRAFLORES S.BORJA,LIMA MODERNA,M,CLASICO,1.0,0,0
48500,4900.0,35.0,149.0,Visa,T.MIRAFLORES S.BORJA,LIMA MODERNA,M,CLASICO,1.0,0,0
3000,3337.0,33.0,111.0,Visa,T.LINCE,CALLAO,F,CLASICO,1.0,0,0
12000,2133.89,33.0,78.0,Visa,T.LIMA RESIDENCIAL,LIMA SUR,M,CLASICO,1.0,0,0
2000,4210.67,34.0,48.0,Visa,T.LINCE,LIMA PROVINCIA,M,CLASICO,1.0,0,0
3000,3775.0,39.0,122.0,Visa,T.LINCE,LIMA ESTE,M,CLASICO,1.0,0,0
30000,12670.67,44.0,2.0,Visa,T.MIRAFLORES S.BORJA,,M,CLASICO,,0,0
10900,525.0,43.0,238.0,Visa,TERR.OPERATIONS,LIMA CENTRO,M,CLASICO,1.0,0,0
6300,1224.0,25.0,2.0,Visa,T.CENTRO,CENTRO,F,BAJO VALOR,0.0,0,0
2000,1750.0,33.0,15.0,Visa,T.CENTRO,CENTRO,M,BAJO VALOR,0.0,0,0
9200,3457.13,62.0,222.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,M,CLASICO,1.0,0,0
4900,1658.0,31.0,82.0,Visa,T.LIMA SUR,LIMA SUR,F,BAJO VALOR,1.0,0,0
15500,840.0,56.0,,Visa,T.LIMA SUR,LIMA MODERNA,M,,1.0,0,0
4000,1028.25,35.0,110.0,Visa,T.LIMA SUR,LIMA SUR,F,CLASICO,1.0,0,0
18500,3688.57,31.0,76.0,Visa,TERR.OPERATIONS,CENTRO,M,CLASICO,0.0,0,0
4500,3025.25,25.0,59.0,Visa,TERR.OPERATIONS,LIMA MODERNA,M,CLASICO,1.0,0,0
10000,2646.375,58.0,208.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,CLASICO,1.0,0,0
800,,,,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,,1.0,0,0
1700,2982.75,30.0,43.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,CLASICO,1.0,0,0
11200,900.0,52.0,75.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
2300,1380.0,38.0,,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,,1.0,0,0
5200,1610.25,42.0,,Visa,T.CENTROS MASIVOS,LIMA SUR,M,,1.0,0,0
6100,1542.44,26.0,30.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,CLASICO,1.0,0,0
12500,2909.5,46.0,32.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,CLASICO,1.0,0,0
12000,2585.75,43.0,93.0,Visa,T.CENTROS MASIVOS,NORTE,F,CLASICO,0.0,0,0
5000,1050.89,29.0,45.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,M,CLASICO,1.0,0,0
4000,3065.5,37.0,2.0,Visa,T.CENTROS MASIVOS,SUR,F,Micro empresa,0.0,0,0
7900,2414.375,40.0,,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,,1.0,0,0
15500,700.0,35.0,33.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
9700,3262.25,31.0,31.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
3700,2078.0,32.0,9.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,BAJO VALOR,1.0,0,0
7100,1495.125,40.0,122.0,Visa,T.CENTROS MASIVOS,SUR,M,Micro empresa,0.0,0,0
5600,1399.22,32.0,86.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,M,BAJO VALOR,1.0,0,0
29000,5946.78,30.0,15.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,CLASICO,1.0,0,0
5100,2013.33,30.0,27.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
11500,1800.0,26.0,45.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
4500,578.0,52.0,,Visa,T.CENTROS MASIVOS,SUR,M,,0.0,0,0
7600,525.0,59.0,,Visa,T.CENTROS MASIVOS,NORTE,M,,0.0,0,0
5300,1050.0,28.0,94.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,M,CLASICO,1.0,0,0
4100,3335.0,37.0,124.0,Visa,T.CENTROS MASIVOS,SUR,M,CLASICO,0.0,0,0
33000,3457.0,30.0,42.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,CLASICO,1.0,0,0
19500,3961.0,63.0,84.0,Visa,T.CENTROS MASIVOS,CENTRO,M,CLASICO,0.0,0,0
5600,959.33,27.0,23.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,F,BAJO VALOR,1.0,0,1
9400,525.0,31.0,,Visa,T.CENTROS MASIVOS,LIMA ESTE,F,,1.0,0,0
1500,1582.67,34.0,8.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,BAJO VALOR,1.0,0,0
2200,6842.5,35.0,178.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,F,CLASICO,1.0,0,0
9600,928.0,40.0,55.0,Visa,T.CENTROS MASIVOS,CALLAO,F,Micro empresa,1.0,0,0
2800,525.0,48.0,,Visa,T.CENTROS MASIVOS,NORTE,F,,0.0,0,0
8600,3544.25,37.0,,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,,1.0,0,0
3100,4845.0,32.0,114.0,Visa,DIR.RED MASIVA,CALLAO,F,CLASICO,1.0,0,0
9200,2015.5,28.0,25.0,Visa,DIR.RED MASIVA,LIMA NORTE,M,CLASICO,1.0,0,0
1300,1314.6,37.0,58.0,Visa,DIR.RED MASIVA,LIMA CENTRO,M,CLASICO,1.0,0,1
7000,769.0,33.0,124.0,Visa,DIR.RED MASIVA,LIMA NORTE,M,BAJO VALOR,1.0,0,0
4500,2492.75,38.0,2.0,Visa,DIR.RED MASIVA,LIMA MODERNA,F,CLASICO,1.0,0,0
6600,1275.67,42.0,73.0,Visa,DIR.RED MASIVA,LIMA NORTE,F,CLASICO,1.0,0,0
2000,980.0,60.0,62.0,Visa,DIR.RED MASIVA,SUR,M,CLASICO,0.0,0,0
11600,2444.25,58.0,9.0,Visa,DIR.RED MASIVA,LIMA MODERNA,M,BAJO VALOR,1.0,0,0
1500,3000.0,25.0,31.0,Visa,DIR.RED MASIVA,LIMA NORTE,F,BAJO VALOR,1.0,0,0
5400,1072.11,32.0,80.0,Visa,DIR.RED MASIVA,LIMA MODERNA,F,BAJO VALOR,1.0,0,0
31500,6751.78,54.0,276.0,Visa,DIR.RED MASIVA,LIMA MODERNA,M,CLASICO,1.0,0,0
20000,4441.78,27.0,34.0,Visa,DIR.RED MASIVA,SUR,M,CLASICO,0.0,0,0
12500,1495.125,30.0,,Visa,DIR.RED MASIVA,CENTRO,M,,0.0,0,0
5900,1107.25,31.0,138.0,Visa,T.CENTROS MASIVOS,ORIENTE,F,Micro empresa,0.0,0,0
7400,1488.11,24.0,70.0,Visa,T.CENTROS MASIVOS,SUR,F,CLASICO,0.0,0,0
2200,2458.67,25.0,5.0,Visa,T.CENTROS MASIVOS,LIMA CENTRO,M,BAJO VALOR,1.0,0,0
2,1649.0,41.0,21.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,CLASICO,1.0,0,1
2,,38.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
2,2724.75,43.0,,Visa,T.CENTROS MASIVOS,SUR,F,,0.0,0,0
2400,3287.0,26.0,16.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,F,CLASICO,1.0,0,0
5000,,52.0,67.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,F,BAJO VALOR,1.0,0,0
2200,1750.0,31.0,54.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,F,CLASICO,1.0,0,0
39500,7920.56,32.0,89.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,F,CLASICO,1.0,0,0
8400,525.0,39.0,74.0,Visa,T.NOR ORIENTE,LIMA CENTRO,M,CLASICO,1.0,0,0
2000,4338.22,34.0,101.0,Visa,T.MIRAFLORES S.BORJA,LIMA SUR,M,CLASICO,1.0,0,0
700,1536.44,43.0,27.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
900,2369.0,30.0,15.0,Visa,T.CENTRO,CENTRO,M,BAJO VALOR,0.0,0,1
5000,2718.5,48.0,49.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,1
7000,7121.22,59.0,254.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,F,CLASICO,1.0,0,0
7600,5951.0,35.0,105.0,Visa,T.NORTE,NORTE,F,Micro empresa,0.0,0,0
1000,2336.875,42.0,200.0,Visa,T.SUR,LIMA ESTE,M,CLASICO,1.0,0,0
5200,1495.125,29.0,69.0,Visa,T.CENTROS MASIVOS,LIMA ESTE,F,CLASICO,1.0,0,0
3400,,,114.0,Visa,T.CENTROS MASIVOS,,,CLASICO,,0,0
9100,2111.0,41.0,100.0,Visa,T.CENTROS MASIVOS,LIMA SUR,M,CLASICO,1.0,0,0
5800,1262.0,44.0,,Visa,T.CENTROS MASIVOS,CENTRO,F,,0.0,0,0
4800,840.0,33.0,,Visa,T.CENTROS MASIVOS,SUR,M,,0.0,0,0
8600,1339.5,27.0,45.0,Visa,T.CENTROS MASIVOS,ORIENTE,F,CLASICO,0.0,0,1
5300,525.0,35.0,36.0,Visa,T.CENTROS MASIVOS,ORIENTE,M,CLASICO,0.0,0,0
900,2301.0,33.0,,Visa,T.CENTROS MASIVOS,NORTE,M,,0.0,0,0
11400,2446.0,61.0,227.0,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,CLASICO,1.0,0,1
2400,3553.0,37.0,,Visa,T.CENTROS MASIVOS,LIMA MODERNA,F,,1.0,0,0
6000,2072.5,35.0,9.0,Visa,T.CENTROS MASIVOS,SUR,F,BAJO VALOR,0.0,0,1
5300,90.0,27.0,83.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,BAJO VALOR,1.0,0,0
2,4175.0,40.0,206.0,Visa,T.CENTROS MASIVOS,LIMA NORTE,M,CLASICO,1.0,0,0
2,2421.0,40.0,,Visa,T.CENTROS MASIVOS,SIERRA CENTRAL,F,,0.0,0,0
2,1208.0,32.0,,Visa,T.CENTROS MASIVOS,LIMA NORTE,F,,1.0,0,0
2200,2194.11,25.0,59.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
