Mto_TC,SUELDO_ESTIMADO,EDAD,ANTIGUEDAD_MES,MARCA,Nombre_territorio,REGION,SEXO,SEGMENTO,FLAG_LIMA_PROVINCIA,FLAG_UNICEF,FLAG_SS
11300,4679.14,39.0,141.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
6300,1228.125,26.0,2.0,Visa,T.SUR,SUR,F,CLASICO,0.0,0,0
700,,,2.0,Visa,T.CALLAO SAN MIGUEL,,,BAJO VALOR,,0,0
700,1453.67,43.0,96.0,Visa,T.NORTE SUR CHICO,LIMA SUR,F,CLASICO,1.0,0,0
25000,2594.875,43.0,221.0,Visa,T.LIMA CENTRO,LIMA MODERNA,F,CLASICO,1.0,0,0
6300,995.75,27.0,2.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,CLASICO,1.0,0,0
4700,4699.4,36.0,177.0,Visa,T.LINCE,LIMA MODERNA,F,CLASICO,1.0,0,0
50000,4547.43,39.0,126.0,Visa,T.LINCE,LIMA ESTE,F,CLASICO,1.0,0,0
1000,2416.125,50.0,174.0,Visa,T.LINCE,LIMA PROVINCIA,F,CLASICO,1.0,0,0
25000,9273.0,63.0,311.0,Visa,T.LINCE,LIMA NORTE,M,VIP,1.0,0,0
15000,7804.33,41.0,89.0,Visa,T.LINCE,LIMA MODERNA,M,VIP,1.0,0,0
7400,1353.22,31.0,63.0,Visa,T.CALLAO SAN MIGUEL,CALLAO,M,CLASICO,1.0,0,0
23000,525.0,36.0,39.0,Visa,T.LIMA CENTRO,LIMA MODERNA,M,CLASICO,1.0,0,0
1500,2035.2,36.0,93.0,Visa,T.CALLAO SAN MIGUEL,LIMA SUR,F,CLASICO,1.0,0,0
6000,1321.75,34.0,307.0,Visa,T.LINCE,LIMA MODERNA,F,CLASICO,1.0,0,0
3000,2240.0,37.0,160.0,Visa,T.LINCE,LIMA NORTE,F,CLASICO,1.0,0,0
1000,1500.0,43.0,122.0,Visa,T.LINCE,LIMA CENTRO,M,CLASICO,1.0,0,0
5000,525.0,51.0,169.0,Visa,T.LINCE,LIMA MODERNA,F,CLASICO,1.0,0,0
12000,10865.625,54.0,237.0,Visa,T.LINCE,SUR,M,CLASICO,0.0,0,0
1000,1377.11,27.0,64.0,Visa,T.MIRAFLORES S.BORJA,LIMA CENTRO,F,CLASICO,1.0,0,0
5600,1264.875,45.0,113.0,Visa,T.MIRAFLORES S.BORJA,LIMA NORTE,F,CLASICO,1.0,0,0
6200,624.0,24.0,52.0,Visa,T.MIRAFLORES S.BORJA,LIMA CENTRO,M,CLASICO,1.0,0,0
2000,1769.85,25.0,2.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,F,BAJO VALOR,1.0,0,0
12000,8500.0,53.0,86.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,F,CLASICO,1.0,0,0
12000,5591.0,70.0,94.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,M,VIP,1.0,0,0
15500,7000.0,37.0,216.0,Visa,T.MIRAFLORES S.BORJA,LIMA MODERNA,F,VIP,1.0,0,0
6000,2172.56,25.0,42.0,Visa,T.LIMA CENTRO,LIMA NORTE,F,CLASICO,1.0,0,0
3000,525.0,37.0,18.0,Visa,T.LIMA RESIDENCIAL,LIMA ESTE,F,Micro empresa,1.0,0,0
1000,1100.0,23.0,33.0,Visa,S.C.RECURSOS HUMANOS,LIMA PROVINCIA,F,BAJO VALOR,1.0,0,0
3100,1473.11,62.0,181.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
21000,11514.0,44.0,124.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,M,CLASICO,1.0,0,0
700,2687.0,30.0,53.0,Visa,T.LIMA RESIDENCIAL,LIMA ESTE,M,CLASICO,1.0,0,0
6200,1453.78,33.0,65.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,CLASICO,1.0,0,0
6700,1441.78,24.0,41.0,Visa,T.SURCO LA MOLINA,LIMA CENTRO,M,BAJO VALOR,1.0,0,0
3000,1756.78,29.0,81.0,Visa,T.SURCO LA MOLINA,LIMA CENTRO,F,CLASICO,1.0,0,0
1000,999.67,36.0,45.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,Micro empresa,1.0,0,0
1400,1138.375,32.0,22.0,Visa,T.LINCE,LIMA NORTE,F,CLASICO,1.0,0,0
700,1586.125,54.0,28.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,F,CLASICO,1.0,0,0
700,2043.22,52.0,237.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,M,CLASICO,1.0,0,0
1000,719.67,24.0,8.0,Visa,T.CENTRO,CENTRO,F,BAJO VALOR,0.0,0,0
700,2700.0,41.0,90.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
5900,1802.67,25.0,3.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
4800,840.0,38.0,185.0,Visa,T.CENTRO,CENTRO,M,VIP,0.0,0,0
3000,1624.75,42.0,217.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
11900,1050.0,51.0,150.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
700,1789.38,36.0,148.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
14000,2764.44,36.0,103.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
8400,2467.0,39.0,202.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
700,1338.44,25.0,83.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,1
1500,1551.0,53.0,238.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
1300,1490.5,31.0,36.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
12500,4202.89,40.0,114.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
3000,1657.43,35.0,12.0,Visa,T.CENTRO,CENTRO,M,BAJO VALOR,0.0,0,0
1600,1312.875,49.0,45.0,Visa,T.LIMA SUR,LIMA SUR,F,CLASICO,1.0,0,0
700,1259.25,30.0,28.0,Visa,T.LIMA SUR,LIMA SUR,F,BAJO VALOR,1.0,0,0
5000,1228.125,28.0,2.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,M,CLASICO,1.0,0,0
1300,2010.25,40.0,163.0,Visa,T.CENTRO,LIMA PROVINCIA,M,CLASICO,1.0,0,0
3000,2903.0,40.0,173.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
2000,1494.44,24.0,20.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
2000,1182.56,31.0,12.0,Visa,T.CENTRO,CENTRO,M,BAJO VALOR,0.0,0,0
2000,1393.33,36.0,53.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
10500,3553.0,36.0,89.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
1000,1388.14,,2.0,Visa,S.C.RECURSOS HUMANOS,LIMA NORTE,M,BAJO VALOR,1.0,0,0
1000,1217.68,,2.0,Visa,S.C.RECURSOS HUMANOS,LIMA ESTE,F,BAJO VALOR,1.0,0,0
4000,3638.0,29.0,2.0,Visa,S.C.RECURSOS HUMANOS,LIMA PROVINCIA,M,CLASICO,1.0,0,0
1000,818.0,24.0,16.0,Visa,S.C.RECURSOS HUMANOS,ORIENTE,F,BAJO VALOR,0.0,0,0
5000,5284.5,38.0,19.0,Visa,T.LIMA RESIDENCIAL,SIERRA CENTRAL,F,CLASICO,0.0,0,0
5000,1803.0,38.0,137.0,Visa,T.LIMA RESIDENCIAL,LIMA MODERNA,F,CLASICO,1.0,0,0
2000,770.0,44.0,83.0,Visa,T.LIMA RESIDENCIAL,LIMA ESTE,F,CLASICO,1.0,0,0
1000,,,2.0,Visa,T.LINCE,CALLAO,M,BAJO VALOR,1.0,0,0
12000,1779.375,53.0,237.0,Visa,T.MIRAFLORES S.BORJA,SUR,F,BAJO VALOR,0.0,0,0
1000,2531.875,25.0,25.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
7400,1846.57,30.0,20.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
6700,3800.0,47.0,188.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
800,899.67,26.0,74.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,CLASICO,1.0,0,0
2000,2809.5,28.0,15.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
2000,1090.22,35.0,84.0,Visa,T.NORTE,NORTE,F,BAJO VALOR,0.0,0,0
5000,2422.11,42.0,208.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
5000,1046.0,31.0,16.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
16000,1839.0,48.0,108.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
700,983.0,46.0,73.0,Visa,T.NORTE SUR CHICO,SUR,M,BAJO VALOR,0.0,0,0
700,1752.0,30.0,2.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,M,BAJO VALOR,1.0,0,0
700,1117.0,66.0,251.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,M,CLASICO,1.0,0,0
700,2016.0,47.0,29.0,Visa,T.SUR,SUR,F,CLASICO,0.0,0,0
8000,1047.0,35.0,87.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
9900,2595.5,27.0,87.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,F,CLASICO,1.0,0,0
700,1422.33,50.0,27.0,Visa,T.CENTRO,NORTE,M,CLASICO,0.0,0,0
700,3056.0,30.0,26.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
1600,1859.0,57.0,46.0,Visa,T.LIMA SUR,LIMA MODERNA,M,CLASICO,1.0,0,0
1000,1458.375,59.0,2.0,Visa,T.NOR ORIENTE,ORIENTE,M,BAJO VALOR,0.0,0,0
1500,1604.75,29.0,28.0,Visa,T.NOR ORIENTE,ORIENTE,M,BAJO VALOR,0.0,0,0
22000,4953.0,40.0,100.0,Visa,T.SURCO LA MOLINA,LIMA CENTRO,M,CLASICO,1.0,0,0
6900,753.0,48.0,70.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,M,CLASICO,1.0,0,0
700,578.0,57.0,138.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,M,CLASICO,1.0,0,0
5000,2218.86,54.0,69.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
1000,818.0,27.0,2.0,Visa,S.C.RECURSOS HUMANOS,NORTE,F,CLASICO,0.0,0,0
1000,951.0,25.0,2.0,Visa,S.C.RECURSOS HUMANOS,LIMA SUR,M,BAJO VALOR,1.0,0,0
4000,3360.0,34.0,113.0,Visa,T.CALLAO SAN MIGUEL,CALLAO,M,CLASICO,1.0,0,0
2000,1369.67,53.0,87.0,Visa,T.CALLAO SAN MIGUEL,LIMA SUR,M,CLASICO,1.0,0,0
2000,1451.11,23.0,34.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,F,BAJO VALOR,1.0,0,0
12000,5950.0,32.0,167.0,Visa,T.SURCO LA MOLINA,NORTE,F,CLASICO,0.0,0,0
700,1134.0,34.0,3.0,Visa,T.NOR ORIENTE,NORTE,M,BAJO VALOR,0.0,0,0
4500,1490.78,38.0,98.0,Visa,T.NOR ORIENTE,NORTE,F,VIP,0.0,0,0
2000,2526.63,29.0,28.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
1500,2322.0,35.0,7.0,Visa,T.CENTRO,CENTRO,M,BAJO VALOR,0.0,0,0
2000,2375.0,23.0,2.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
1000,946.5,23.0,36.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,1
12000,4700.44,25.0,54.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
5000,2224.25,28.0,100.0,Visa,T.CENTRO,LIMA ESTE,M,CLASICO,1.0,0,0
12000,7158.0,46.0,245.0,Visa,T.CENTRO,LIMA CENTRO,M,CLASICO,1.0,0,0
70000,9330.0,30.0,31.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
700,57.0,47.0,89.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,CLASICO,1.0,0,0
700,1034.625,28.0,41.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,BAJO VALOR,1.0,0,0
2000,,42.0,25.0,Visa,T.CENTRO,CENTRO,F,BAJO VALOR,0.0,0,0
1000,969.57,26.0,20.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
13000,1680.0,29.0,120.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
1000,991.0,45.0,56.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,CLASICO,1.0,0,0
800,1103.0,42.0,76.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,CLASICO,1.0,0,0
2000,1113.0,36.0,10.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
700,1771.88,42.0,130.0,Visa,T.CENTRO,LIMA PROVINCIA,M,CLASICO,1.0,0,0
2000,1387.38,35.0,43.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
15000,9300.0,50.0,247.0,Visa,T.SUR,LIMA ESTE,M,CLASICO,1.0,0,0
800,,56.0,7.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,BAJO VALOR,1.0,0,0
7300,1380.0,36.0,2.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
700,3354.22,44.0,51.0,Visa,T.CENTRO,NORTE,M,CLASICO,0.0,0,0
60500,5271.0,50.0,65.0,Visa,T.CENTRO,NORTE,M,VIP,0.0,0,0
25000,650.0,64.0,231.0,Visa,T.SUR,SUR,M,Micro empresa,0.0,0,0
10000,5966.0,31.0,49.0,Visa,T.LINCE,LIMA MODERNA,M,CLASICO,1.0,0,1
5200,1034.625,27.0,2.0,Visa,T.CENTRO,SUR,M,BAJO VALOR,0.0,0,0
1000,818.0,24.0,2.0,Visa,S.C.RECURSOS HUMANOS,NORTE,F,BAJO VALOR,0.0,0,0
1000,943.0,22.0,45.0,Visa,S.C.RECURSOS HUMANOS,CALLAO,M,BAJO VALOR,1.0,0,0
8000,2083.0,29.0,97.0,Visa,T.LINCE,LIMA ESTE,M,CLASICO,1.0,0,0
1000,818.0,23.0,2.0,Visa,S.C.RECURSOS HUMANOS,SIERRA CENTRAL,F,BAJO VALOR,0.0,0,0
1000,818.0,,2.0,Visa,S.C.RECURSOS HUMANOS,CENTRO,F,BAJO VALOR,0.0,0,0
6600,1581.0,25.0,3.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
88000,14095.0,45.0,2.0,Visa,T.LIMA RESIDENCIAL,CALLAO,M,CLASICO,1.0,0,0
1000,5791.0,49.0,237.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
6600,2169.0,52.0,2.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
31500,4278.0,41.0,43.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,F,CLASICO,1.0,0,0
2000,3413.2,27.0,40.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,M,CLASICO,1.0,0,0
6900,350.0,31.0,2.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,F,CLASICO,1.0,0,0
6000,991.0,56.0,222.0,Visa,T.NOR ORIENTE,NORTE,F,CLASICO,0.0,0,0
3500,2614.0,59.0,178.0,Visa,T.NOR ORIENTE,LIMA ESTE,M,CLASICO,1.0,0,0
12500,3843.83,34.0,102.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
3000,1000.0,25.0,9.0,Visa,T.SURCO LA MOLINA,LIMA MODERNA,M,BAJO VALOR,1.0,0,0
700,598.0,34.0,2.0,Visa,T.CENTRO,SIERRA CENTRAL,F,CLASICO,0.0,0,0
10100,1775.0,29.0,80.0,Visa,T.CENTRO,NORTE,F,CLASICO,0.0,0,0
20000,2606.5,59.0,237.0,Visa,T.CENTRO,NORTE,F,VIP,0.0,0,0
4000,5368.78,30.0,36.0,Visa,T.CENTRO,LIMA SUR,M,CLASICO,1.0,0,0
700,1710.44,41.0,14.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
1000,1660.78,29.0,26.0,Visa,T.CENTRO,LIMA MODERNA,M,CLASICO,1.0,0,0
700,1553.5,31.0,36.0,Visa,T.CENTRO,LIMA PROVINCIA,M,CLASICO,1.0,0,0
2000,1500.0,36.0,31.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
12000,6000.85,50.0,179.0,Visa,T.NOR ORIENTE,LIMA MODERNA,F,CLASICO,1.0,0,0
9000,1803.0,49.0,46.0,Visa,T.NOR ORIENTE,NORTE,M,CLASICO,0.0,0,0
1000,1055.67,25.0,57.0,Visa,T.SUR,SUR,M,BAJO VALOR,0.0,0,0
27500,6433.67,39.0,188.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
4700,2165.0,28.0,39.0,Visa,S.C.RECURSOS HUMANOS,NORTE,M,BAJO VALOR,0.0,0,0
1000,866.875,25.0,40.0,Visa,S.C.RECURSOS HUMANOS,LIMA NORTE,F,BAJO VALOR,1.0,0,0
1000,1367.38,22.0,39.0,Visa,S.C.RECURSOS HUMANOS,LIMA MODERNA,F,BAJO VALOR,1.0,0,0
1000,943.0,22.0,2.0,Visa,S.C.RECURSOS HUMANOS,LIMA CENTRO,F,BAJO VALOR,1.0,0,0
1000,951.0,21.0,40.0,Visa,S.C.RECURSOS HUMANOS,LIMA ESTE,M,BAJO VALOR,1.0,0,0
1000,863.0,,2.0,Visa,S.C.RECURSOS HUMANOS,LIMA PROVINCIA,M,BAJO VALOR,1.0,0,0
3500,1703.0,38.0,153.0,Visa,S.C.RECURSOS HUMANOS,LIMA CENTRO,M,CLASICO,1.0,0,0
2000,2806.33,37.0,112.0,Visa,T.CALLAO SAN MIGUEL,LIMA MODERNA,M,CLASICO,1.0,0,0
3100,1285.0,49.0,2.0,Visa,T.SUR,SIERRA CENTRAL,F,CLASICO,0.0,0,0
700,420.0,48.0,2.0,Visa,T.SUR,SIERRA CENTRAL,F,CLASICO,0.0,0,0
5700,917.0,57.0,2.0,Visa,T.SUR,SIERRA CENTRAL,M,BAJO VALOR,0.0,0,0
24500,2450.0,35.0,101.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
900,4164.67,40.0,120.0,Visa,T.LINCE,LIMA MODERNA,F,CLASICO,1.0,0,0
8000,7078.5,40.0,3.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,BAJO VALOR,1.0,0,0
14500,3298.67,40.0,40.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,M,CLASICO,1.0,0,0
1000,788.0,45.0,2.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
12500,2619.22,53.0,214.0,Visa,T.CALLAO SAN MIGUEL,LIMA NORTE,F,CLASICO,1.0,0,0
7000,4383.0,30.0,6.0,Visa,T.NOR ORIENTE,NORTE,M,CLASICO,0.0,0,0
11100,1453.0,43.0,107.0,Visa,T.NOR ORIENTE,NORTE,M,CLASICO,0.0,0,0
5200,1228.125,27.0,3.0,Visa,T.NORTE SUR CHICO,SUR,M,BAJO VALOR,0.0,0,0
10000,3662.0,30.0,66.0,Visa,T.SUR,SUR,M,VIP,0.0,0,0
1000,6216.0,46.0,231.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,F,CLASICO,1.0,0,0
1000,2148.0,42.0,236.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,CLASICO,1.0,0,0
800,1692.5,40.0,17.0,Visa,T.SURCO LA MOLINA,LIMA ESTE,M,Micro empresa,1.0,0,0
3000,1337.5,50.0,237.0,Visa,T.SUR,SIERRA CENTRAL,F,VIP,0.0,0,0
1000,683.0,28.0,3.0,Visa,T.NORTE SUR CHICO,NORTE,M,CLASICO,0.0,0,0
700,952.75,38.0,72.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,F,BAJO VALOR,1.0,0,0
6000,3413.0,40.0,45.0,Visa,T.LINCE,LIMA MODERNA,M,CLASICO,1.0,0,0
700,1110.875,28.0,2.0,Visa,T.LIMA RESIDENCIAL,LIMA NORTE,F,BAJO VALOR,1.0,0,0
12500,4303.5,44.0,266.0,Visa,T.LINCE,LIMA NORTE,F,CLASICO,1.0,0,0
3000,1240.0,25.0,34.0,Visa,T.MIRAFLORES S.BORJA,LIMA SUR,F,CLASICO,1.0,0,0
10800,1797.0,26.0,46.0,Visa,T.CALLAO SAN MIGUEL,CALLAO,F,CLASICO,1.0,0,0
1000,2040.0,42.0,54.0,Visa,T.NOR ORIENTE,NORTE,M,CLASICO,0.0,0,0
1000,447.25,31.0,107.0,Visa,T.NOR ORIENTE,NORTE,F,Micro empresa,0.0,0,0
20000,1404.0,45.0,151.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
12000,984.0,61.0,86.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
1400,989.0,22.0,5.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,1
10000,10030.0,30.0,112.0,Visa,T.LIMA CENTRO,LIMA CENTRO,M,VIP,1.0,0,0
12000,2622.0,49.0,230.0,Visa,T.NOR ORIENTE,NORTE,M,Micro empresa,0.0,0,0
1000,804.375,26.0,2.0,Visa,T.NOR ORIENTE,NORTE,M,CLASICO,0.0,0,0
6100,1229.0,23.0,31.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
20000,1173.0,48.0,52.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
2300,1540.0,27.0,2.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
7000,1105.0,26.0,2.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
12000,7704.33,43.0,185.0,Visa,T.NORTE,NORTE,M,VIP,0.0,0,0
11600,1860.5,26.0,49.0,Visa,T.CENTRO,NORTE,M,CLASICO,0.0,0,0
3600,1458.375,28.0,3.0,Visa,T.NORTE SUR CHICO,SUR,F,CLASICO,0.0,0,0
13000,2676.22,37.0,94.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
1700,2013.8,27.0,6.0,Visa,T.CALLAO SAN MIGUEL,ORIENTE,M,CLASICO,0.0,0,0
3900,1113.0,,2.0,Visa,T.CALLAO SAN MIGUEL,,,CLASICO,,0,0
1300,1800.0,42.0,89.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
3000,2117.33,39.0,122.0,Visa,T.SUR,SUR,F,Micro empresa,0.0,0,0
4000,3341.0,29.0,44.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
2000,963.0,48.0,2.0,Visa,T.LIMA CENTRO,LIMA ESTE,F,Micro empresa,1.0,0,0
10000,6300.89,27.0,54.0,Visa,T.LIMA CENTRO,LIMA CENTRO,M,CLASICO,1.0,0,0
700,,31.0,2.0,Visa,T.NORTE SUR CHICO,NORTE,M,BAJO VALOR,0.0,0,0
2000,2065.63,35.0,72.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
800,2807.5,33.0,86.0,Visa,T.SUR,SIERRA CENTRAL,M,CLASICO,0.0,0,0
50500,753.0,56.0,232.0,Visa,T.SUR,SUR,F,VIP,0.0,0,0
30500,5156.0,48.0,194.0,Visa,T.CENTRO,CENTRO,M,VIP,0.0,0,0
12600,2895.89,38.0,101.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
6500,1390.56,26.0,17.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
29500,7224.44,46.0,257.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
15000,531.625,,3.0,Visa,T.CENTRO,,,CLASICO,,0,0
8400,1720.11,37.0,109.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
2100,1583.33,38.0,208.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
1200,1364.38,25.0,16.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
700,1998.33,40.0,146.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
5000,2571.44,37.0,114.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
15000,3646.33,34.0,50.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
4100,1254.0,39.0,2.0,Visa,T.NORTE SUR CHICO,SUR,F,CLASICO,0.0,0,0
2200,1259.89,38.0,150.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
1100,1113.0,33.0,2.0,Visa,T.NORTE SUR CHICO,SUR,F,BAJO VALOR,0.0,0,1
27000,3850.0,58.0,25.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
2600,2246.67,26.0,28.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
21000,5130.67,39.0,157.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
20500,1050.0,45.0,87.0,Visa,T.LIMA CENTRO,LIMA CENTRO,M,VIP,1.0,0,0
11500,1241.0,31.0,64.0,Visa,T.CENTRO,CENTRO,F,CLASICO,0.0,0,0
6300,3220.0,46.0,237.0,Visa,T.SUR,SUR,M,CLASICO,0.0,0,0
10000,3231.0,42.0,247.0,Visa,T.SUR,SUR,F,CLASICO,0.0,0,0
1300,1113.0,27.0,47.0,Visa,T.NORTE,ORIENTE,F,BAJO VALOR,0.0,0,0
700,2000.0,36.0,141.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
20000,613.0,67.0,215.0,Visa,T.NOR ORIENTE,ORIENTE,F,CLASICO,0.0,0,0
6700,1688.625,31.0,3.0,Visa,T.NOR ORIENTE,ORIENTE,F,CLASICO,0.0,0,0
700,2070.75,52.0,249.0,Visa,T.NOR ORIENTE,ORIENTE,F,CLASICO,0.0,0,0
700,1190.0,47.0,216.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
29000,5951.0,42.0,46.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
700,2127.0,29.0,12.0,Visa,T.NOR ORIENTE,ORIENTE,F,CLASICO,0.0,0,0
21500,4311.44,52.0,208.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
12000,4507.89,32.0,142.0,Visa,T.NOR ORIENTE,ORIENTE,M,CLASICO,0.0,0,0
2000,1896.0,30.0,77.0,Visa,T.NORTE SUR CHICO,SUR,M,CLASICO,0.0,0,0
9200,2149.125,35.0,2.0,Visa,T.NORTE,NORTE,M,CLASICO,0.0,0,0
3700,3307.25,41.0,52.0,Visa,T.CENTRO,LIMA SUR,M,CLASICO,1.0,0,0
6200,1312.44,26.0,43.0,Visa,T.NORTE SUR CHICO,LIMA PROVINCIA,M,CLASICO,1.0,0,0
12500,7818.89,43.0,103.0,Visa,T.CENTRO,CENTRO,M,CLASICO,0.0,0,0
10700,2418.2,27.0,30.0,Visa,T.NORTE,NORTE,F,CLASICO,0.0,0,0
1000,2353.0,33.0,122.0,Visa,T.LIMA CENTRO,NORTE,M,CLASICO,0.0,0,0
1300,1563.75,32.0,69.0,Visa,T.CENTRO,CENTRO,M,BAJO VALOR,0.0,0,0
3700,1200.0,40.0,87.0,Visa,T.CENTRO,CENTRO,F,Micro empresa,0.0,0,0
